"ensembl_peptide_id_version"	"external_gene_name"
"10533"	"ENSXETP00000061372.1"	""
"10534"	"ENSXETP00000053098.2"	"elf5"
"10535"	"ENSXETP00000039145.3"	"alg1"
"10536"	"ENSXETP00000054572.2"	"alg1"
"10537"	"ENSXETP00000049307.3"	"snx13"
"10538"	"ENSXETP00000001225.3"	"dph5"
"10539"	"ENSXETP00000029018.3"	"dph5"
"10540"	"ENSXETP00000061133.1"	"baat"
"10541"	"ENSXETP00000048432.2"	"baat"
"10542"	"ENSXETP00000062111.1"	"tdrd7"
"10543"	"ENSXETP00000022436.2"	"tdrd7"
"10544"	"ENSXETP00000016551.2"	"rgs19"
"10545"	"ENSXETP00000001571.1"	"agxt2"
"10546"	"ENSXETP00000001999.3"	"ccdc66"
"10547"	"ENSXETP00000060124.1"	"ccdc66"
"10548"	"ENSXETP00000002001.2"	"ccdc66"
"10549"	"ENSXETP00000027556.1"	"psme3"
"10550"	"ENSXETP00000033433.3"	"sec11a"
"10551"	"ENSXETP00000016468.2"	"cat.1"
"10552"	"ENSXETP00000034483.3"	"ppp4r3a"
"10553"	"ENSXETP00000017843.3"	"tnfaip8l2"
"10554"	"ENSXETP00000031862.1"	"tsg101"
"10555"	"ENSXETP00000017826.3"	"lysmd1"
"10556"	"ENSXETP00000015124.2"	"camk4"
"10557"	"ENSXETP00000017840.2"	"scnm1"
"10558"	"ENSXETP00000060130.1"	""
"10559"	"ENSXETP00000010293.2"	""
"10560"	"ENSXETP00000029015.3"	"slc30a7"
"10561"	"ENSXETP00000034203.3"	"ramp3"
"10562"	"ENSXETP00000034704.3"	"slc7a2.2"
"10563"	"ENSXETP00000015128.2"	"stard4"
"10564"	"ENSXETP00000048386.3"	""
"10565"	"ENSXETP00000019619.2"	"acaca"
"10566"	"ENSXETP00000061524.1"	"tmod4"
"10567"	"ENSXETP00000017838.3"	"tmod4"
"10568"	"ENSXETP00000010292.2"	"cldn19"
"10569"	"ENSXETP00000034205.2"	"hus1"
"10570"	"ENSXETP00000000255.3"	"GSG1L"
"10571"	"ENSXETP00000048385.2"	""
"10572"	"ENSXETP00000039706.3"	"kiaa0556"
"10573"	"ENSXETP00000007770.3"	"emc2"
"10574"	"ENSXETP00000063311.1"	"znf592"
"10575"	"ENSXETP00000033472.3"	"znf592"
"10576"	"ENSXETP00000037840.3"	"c1orf27"
"10577"	"ENSXETP00000001581.2"	"prlr"
"10578"	"ENSXETP00000001997.3"	"FAM208A"
"10579"	"ENSXETP00000063497.1"	"adhfe1"
"10580"	"ENSXETP00000050261.3"	"adhfe1"
"10581"	"ENSXETP00000028065.3"	"p3h1"
"10582"	"ENSXETP00000010287.3"	"p3h1"
"10583"	"ENSXETP00000048434.3"	""
"10584"	"ENSXETP00000048393.2"	""
"10585"	"ENSXETP00000058345.1"	"c7orf57"
"10586"	"ENSXETP00000003003.3"	"gbp7"
"10587"	"ENSXETP00000034956.3"	"ccdc138"
"10588"	"ENSXETP00000027550.3"	"aoc3"
"10589"	"ENSXETP00000037837.1"	"pdc"
"10590"	"ENSXETP00000049310.3"	"ahr"
"10591"	"ENSXETP00000055334.2"	""
"10592"	"ENSXETP00000047152.3"	""
"10593"	"ENSXETP00000048442.1"	"mapk4"
"10594"	"ENSXETP00000037831.2"	"ptgs2"
"10595"	"ENSXETP00000022442.2"	"tmod1"
"10596"	"ENSXETP00000033186.3"	"ikzf3"
"10597"	"ENSXETP00000031856.3"	"map1lc3c"
"10598"	"ENSXETP00000034491.2"	"tc2n"
"10599"	"ENSXETP00000029007.3"	"extl2"
"10600"	"ENSXETP00000059018.1"	"extl2"
"10601"	"ENSXETP00000033174.3"	""
"10602"	"ENSXETP00000028949.2"	"foxo1"
"10603"	"ENSXETP00000005646.1"	""
"10604"	"ENSXETP00000059668.1"	""
"10605"	"ENSXETP00000005643.1"	""
"10606"	"ENSXETP00000063626.1"	""
"10607"	"ENSXETP00000060959.1"	""
"10608"	"ENSXETP00000034209.3"	"upp1"
"10609"	"ENSXETP00000063420.1"	"GTF3C1"
"10610"	"ENSXETP00000060001.1"	"GTF3C1"
"10611"	"ENSXETP00000032835.3"	""
"10612"	"ENSXETP00000047888.3"	""
"10613"	"ENSXETP00000031832.2"	"cep170"
"10614"	"ENSXETP00000031835.2"	"cep170"
"10615"	"ENSXETP00000058814.1"	"zp4"
"10616"	"ENSXETP00000034706.2"	"zp4"
"10617"	"ENSXETP00000048456.3"	"me2"
"10618"	"ENSXETP00000051767.3"	""
"10619"	"ENSXETP00000027545.2"	"aoc2"
"10620"	"ENSXETP00000033417.3"	"tspan3"
"10621"	"ENSXETP00000005581.4"	"arhgef3.2"
"10622"	"ENSXETP00000061428.1"	""
"10623"	"ENSXETP00000017831.2"	"nop9"
"10624"	"ENSXETP00000011374.3"	"nop9"
"10625"	"ENSXETP00000007889.3"	"ccdc77"
"10626"	"ENSXETP00000034512.3"	"fbln5"
"10627"	"ENSXETP00000027534.2"	"g6pc2"
"10628"	"ENSXETP00000028993.2"	"vcam1"
"10629"	"ENSXETP00000008059.3"	"MYBL1"
"10630"	"ENSXETP00000064029.1"	""
"10631"	"ENSXETP00000034958.3"	"edar"
"10632"	"ENSXETP00000007697.3"	"irf8"
"10633"	"ENSXETP00000063463.1"	""
"10634"	"ENSXETP00000033179.2"	"grb7"
"10635"	"ENSXETP00000023026.1"	"trhr"
"10636"	"ENSXETP00000063157.1"	""
"10637"	"ENSXETP00000061207.1"	""
"10638"	"ENSXETP00000047498.3"	""
"10639"	"ENSXETP00000008352.3"	"chrnb2"
"10640"	"ENSXETP00000063829.1"	"chrnb2"
"10641"	"ENSXETP00000028989.2"	"gpr88"
"10642"	"ENSXETP00000001597.3"	"spef2"
"10643"	"ENSXETP00000023025.3"	"nudcd1"
"10644"	"ENSXETP00000062613.1"	""
"10645"	"ENSXETP00000036395.3"	"cdh6"
"10646"	"ENSXETP00000028975.3"	"cdc14a"
"10647"	"ENSXETP00000061554.1"	"aaed1"
"10648"	"ENSXETP00000020138.2"	"aaed1"
"10649"	"ENSXETP00000000026.2"	"mboat1"
"10650"	"ENSXETP00000047493.3"	""
"10651"	"ENSXETP00000049321.3"	"agr3"
"10652"	"ENSXETP00000060587.1"	""
"10653"	"ENSXETP00000059990.1"	"vwc2"
"10654"	"ENSXETP00000010830.3"	"vwc2"
"10655"	"ENSXETP00000022447.2"	"tstd2"
"10656"	"ENSXETP00000034226.3"	"ikzf1"
"10657"	"ENSXETP00000063185.1"	""
"10658"	"ENSXETP00000052942.1"	"tdrp"
"10659"	"ENSXETP00000058463.1"	"tdrp"
"10660"	"ENSXETP00000047392.3"	"ugt2b4"
"10661"	"ENSXETP00000055036.2"	"anos1"
"10662"	"ENSXETP00000048246.3"	"anos1"
"10663"	"ENSXETP00000007706.3"	"foxf1"
"10664"	"ENSXETP00000047407.3"	"rps28p9"
"10665"	"ENSXETP00000047386.2"	"kank3"
"10666"	"ENSXETP00000047387.2"	"kank3"
"10667"	"ENSXETP00000025357.3"	"dlgap2"
"10668"	"ENSXETP00000010277.3"	"spout1"
"10669"	"ENSXETP00000056350.1"	"spout1"
"10670"	"ENSXETP00000029871.3"	"g6pc"
"10671"	"ENSXETP00000007701.3"	"mthfsd"
"10672"	"ENSXETP00000007700.3"	"mthfsd"
"10673"	"ENSXETP00000008359.3"	"adar"
"10674"	"ENSXETP00000031824.3"	"sdccag8"
"10675"	"ENSXETP00000031823.2"	"sdccag8"
"10676"	"ENSXETP00000062518.1"	""
"10677"	"ENSXETP00000060159.1"	""
"10678"	"ENSXETP00000020142.3"	"tdgf1.3"
"10679"	"ENSXETP00000049323.3"	"agr2"
"10680"	"ENSXETP00000037599.3"	""
"10681"	"ENSXETP00000060517.1"	""
"10682"	"ENSXETP00000061797.1"	""
"10683"	"ENSXETP00000043445.2"	"arhgef39"
"10684"	"ENSXETP00000034720.3"	"sqstm1"
"10685"	"ENSXETP00000053021.2"	"g6pc"
"10686"	"ENSXETP00000017800.3"	"atp1a2"
"10687"	"ENSXETP00000059873.1"	"atp1a2"
"10688"	"ENSXETP00000008628.3"	""
"10689"	"ENSXETP00000062475.1"	"ncbp1"
"10690"	"ENSXETP00000022452.2"	"ncbp1"
"10691"	"ENSXETP00000051123.3"	""
"10692"	"ENSXETP00000051122.3"	""
"10693"	"ENSXETP00000061938.1"	"bhlhe40"
"10694"	"ENSXETP00000011372.3"	"bhlhe40"
"10695"	"ENSXETP00000063765.1"	""
"10696"	"ENSXETP00000057318.2"	"eny2"
"10697"	"ENSXETP00000040344.3"	"SH3RF3"
"10698"	"ENSXETP00000061999.1"	""
"10699"	"ENSXETP00000060819.1"	"adss"
"10700"	"ENSXETP00000031816.2"	"adss"
"10701"	"ENSXETP00000000028.3"	"e2f3"
"10702"	"ENSXETP00000047381.2"	"angptl4"
"10703"	"ENSXETP00000047382.2"	"angptl4"
"10704"	"ENSXETP00000063833.1"	"VCPIP1"
"10705"	"ENSXETP00000033493.3"	"scaper"
"10706"	"ENSXETP00000061765.1"	"pla2g4a"
"10707"	"ENSXETP00000037820.3"	"pla2g4a"
"10708"	"ENSXETP00000029877.2"	"aarsd1"
"10709"	"ENSXETP00000061980.1"	"aarsd1"
"10710"	"ENSXETP00000025378.4"	"arhgef10"
"10711"	"ENSXETP00000060209.1"	"tdgf1.1"
"10712"	"ENSXETP00000059412.1"	""
"10713"	"ENSXETP00000020149.2"	"lrrc2"
"10714"	"ENSXETP00000054294.2"	"rab11b.1"
"10715"	"ENSXETP00000061970.1"	""
"10716"	"ENSXETP00000034241.3"	"fignl1"
"10717"	"ENSXETP00000007708.2"	"kars"
"10718"	"ENSXETP00000054902.2"	"kars"
"10719"	"ENSXETP00000048363.2"	"elac1"
"10720"	"ENSXETP00000047775.3"	"sema6b"
"10721"	"ENSXETP00000010839.2"	"ddc"
"10722"	"ENSXETP00000063514.1"	"ddc"
"10723"	"ENSXETP00000046521.3"	"KCNN3"
"10724"	"ENSXETP00000062981.1"	"cybb"
"10725"	"ENSXETP00000040338.2"	"cybb"
"10726"	"ENSXETP00000034099.3"	"mien1"
"10727"	"ENSXETP00000033171.3"	"mien1"
"10728"	"ENSXETP00000034763.3"	"tbc1d9b"
"10729"	"ENSXETP00000026067.2"	""
"10730"	"ENSXETP00000019803.3"	""
"10731"	"ENSXETP00000043458.3"	""
"10732"	"ENSXETP00000011378.3"	"arl8b"
"10733"	"ENSXETP00000034514.2"	"trip11"
"10734"	"ENSXETP00000001988.3"	"il17rd"
"10735"	"ENSXETP00000059868.1"	"RTCA"
"10736"	"ENSXETP00000061809.1"	"RTCA"
"10737"	"ENSXETP00000048372.3"	"smad4.1"
"10738"	"ENSXETP00000034740.3"	"smad4.1"
"10739"	"ENSXETP00000017908.2"	"pnpla4"
"10740"	"ENSXETP00000020157.3"	"sass6"
"10741"	"ENSXETP00000020161.3"	"sass6"
"10742"	"ENSXETP00000014049.3"	"c1orf50"
"10743"	"ENSXETP00000033172.3"	""
"10744"	"ENSXETP00000060208.1"	""
"10745"	"ENSXETP00000043434.3"	"cdh9"
"10746"	"ENSXETP00000047784.3"	"dpp9"
"10747"	"ENSXETP00000038695.3"	"cog8"
"10748"	"ENSXETP00000058623.1"	""
"10749"	"ENSXETP00000002496.2"	"snrnp25"
"10750"	"ENSXETP00000033170.3"	"XB-GENE-5961860"
"10751"	"ENSXETP00000059348.1"	""
"10752"	"ENSXETP00000053194.2"	""
"10753"	"ENSXETP00000036560.3"	"XB-GENE-1002559"
"10754"	"ENSXETP00000017917.3"	"sts"
"10755"	"ENSXETP00000033165.2"	"ERBB2"
"10756"	"ENSXETP00000033391.2"	"mtx1"
"10757"	"ENSXETP00000049324.1"	"tspan13"
"10758"	"ENSXETP00000047379.3"	"march2"
"10759"	"ENSXETP00000052528.3"	""
"10760"	"ENSXETP00000000030.3"	"cdkal1"
"10761"	"ENSXETP00000034517.3"	""
"10762"	"ENSXETP00000063945.1"	""
"10763"	"ENSXETP00000059801.1"	""
"10764"	"ENSXETP00000058428.1"	""
"10765"	"ENSXETP00000011380.3"	"edem1"
"10766"	"ENSXETP00000038700.2"	"nip7"
"10767"	"ENSXETP00000047377.3"	"rab11b.2"
"10768"	"ENSXETP00000004504.3"	"cdh10"
"10769"	"ENSXETP00000029882.3"	"rpl27"
"10770"	"ENSXETP00000010275.3"	"ap5b1"
"10771"	"ENSXETP00000058924.1"	"ap5b1"
"10772"	"ENSXETP00000002495.3"	"polr3k"
"10773"	"ENSXETP00000051368.3"	""
"10774"	"ENSXETP00000030366.3"	"cdc42"
"10775"	"ENSXETP00000010273.2"	"cdc42"
"10776"	"ENSXETP00000017918.3"	"pudp"
"10777"	"ENSXETP00000023712.3"	"pudp"
"10778"	"ENSXETP00000050269.3"	"ppp1r42"
"10779"	"ENSXETP00000022669.3"	"atxn3"
"10780"	"ENSXETP00000063166.1"	"atxn3"
"10781"	"ENSXETP00000058980.1"	"atxn3"
"10782"	"ENSXETP00000052939.2"	"kbtbd11"
"10783"	"ENSXETP00000054566.2"	"hbg1"
"10784"	"ENSXETP00000033796.2"	"focad"
"10785"	"ENSXETP00000033801.2"	"focad"
"10786"	"ENSXETP00000016808.3"	"myom2"
"10787"	"ENSXETP00000038703.3"	"tmed6"
"10788"	"ENSXETP00000047371.3"	"lonp1"
"10789"	"ENSXETP00000050533.2"	"znf148"
"10790"	"ENSXETP00000049325.3"	"bzw2"
"10791"	"ENSXETP00000059935.1"	""
"10792"	"ENSXETP00000022997.3"	""
"10793"	"ENSXETP00000059331.1"	"terf2"
"10794"	"ENSXETP00000050270.3"	"cops5"
"10795"	"ENSXETP00000029892.3"	"tmc6"
"10796"	"ENSXETP00000037817.3"	"fmo5"
"10797"	"ENSXETP00000037447.3"	""
"10798"	"ENSXETP00000062447.1"	""
"10799"	"ENSXETP00000007464.2"	""
"10800"	"ENSXETP00000063984.1"	"dbt"
"10801"	"ENSXETP00000028932.2"	"dbt"
"10802"	"ENSXETP00000063067.1"	"isl2"
"10803"	"ENSXETP00000033504.3"	"isl2"
"10804"	"ENSXETP00000059407.1"	""
"10805"	"ENSXETP00000013820.3"	"dffa"
"10806"	"ENSXETP00000002494.3"	"hba1"
"10807"	"ENSXETP00000005310.3"	""
"10808"	"ENSXETP00000059781.1"	""
"10809"	"ENSXETP00000057505.2"	"mrps18c"
"10810"	"ENSXETP00000062130.1"	""
"10811"	"ENSXETP00000010271.2"	"wnt4"
"10812"	"ENSXETP00000062833.1"	""
"10813"	"ENSXETP00000053458.2"	"grb10"
"10814"	"ENSXETP00000050538.3"	"snx4"
"10815"	"ENSXETP00000040316.3"	"xk"
"10816"	"ENSXETP00000062514.1"	""
"10817"	"ENSXETP00000063026.1"	""
"10818"	"ENSXETP00000057503.2"	"gkap1"
"10819"	"ENSXETP00000059191.1"	"fgfr1op"
"10820"	"ENSXETP00000031813.2"	"fgfr1op"
"10821"	"ENSXETP00000062416.1"	"fgfr1op"
"10822"	"ENSXETP00000059782.1"	""
"10823"	"ENSXETP00000062856.1"	"xpa"
"10824"	"ENSXETP00000022457.2"	"xpa"
"10825"	"ENSXETP00000061990.1"	""
"10826"	"ENSXETP00000058930.1"	"aatf"
"10827"	"ENSXETP00000019629.3"	"aatf"
"10828"	"ENSXETP00000036152.3"	"recql4"
"10829"	"ENSXETP00000013823.2"	"pex14"
"10830"	"ENSXETP00000002492.3"	"hba3"
"10831"	"ENSXETP00000038708.2"	"cyb5b"
"10832"	"ENSXETP00000040314.1"	"lancl3"
"10833"	"ENSXETP00000060538.1"	"zbtb40"
"10834"	"ENSXETP00000010270.3"	"zbtb40"
"10835"	"ENSXETP00000048464.3"	"lipg"
"10836"	"ENSXETP00000034792.3"	"rnf130"
"10837"	"ENSXETP00000007711.3"	"adat1"
"10838"	"ENSXETP00000058713.1"	"adat1"
"10839"	"ENSXETP00000037814.3"	""
"10840"	"ENSXETP00000043208.3"	""
"10841"	"ENSXETP00000040310.3"	"prrg1"
"10842"	"ENSXETP00000013463.3"	"gid8"
"10843"	"ENSXETP00000033500.3"	"etfa"
"10844"	"ENSXETP00000060048.1"	"casz1"
"10845"	"ENSXETP00000013829.2"	"casz1"
"10846"	"ENSXETP00000040305.1"	"cxorf21"
"10847"	"ENSXETP00000033340.2"	"cxorf21"
"10848"	"ENSXETP00000049326.3"	"ankmy2"
"10849"	"ENSXETP00000056394.2"	""
"10850"	"ENSXETP00000035413.3"	""
"10851"	"ENSXETP00000002491.3"	"hba4"
"10852"	"ENSXETP00000060843.1"	"gk"
"10853"	"ENSXETP00000040298.3"	"gk"
"10854"	"ENSXETP00000035414.3"	"rnaset2"
"10855"	"ENSXETP00000050271.3"	"cspp1"
"10856"	"ENSXETP00000060523.1"	"cspp1"
"10857"	"ENSXETP00000058516.1"	"cspp1"
"10858"	"ENSXETP00000059534.1"	"osbpl11"
"10859"	"ENSXETP00000050540.3"	"osbpl11"
"10860"	"ENSXETP00000029894.3"	""
"10861"	"ENSXETP00000022670.2"	"cpsf2"
"10862"	"ENSXETP00000022459.3"	"trmo"
"10863"	"ENSXETP00000038722.3"	"nfat5"
"10864"	"ENSXETP00000033819.3"	"mllt3"
"10865"	"ENSXETP00000049327.3"	"syf2"
"10866"	"ENSXETP00000035417.2"	"nid1"
"10867"	"ENSXETP00000058875.1"	""
"10868"	"ENSXETP00000016782.3"	""
"10869"	"ENSXETP00000047368.2"	"XB-GENE-5806148"
"10870"	"ENSXETP00000059366.1"	"hba-l5"
"10871"	"ENSXETP00000010256.3"	"ilvbl"
"10872"	"ENSXETP00000059008.1"	"anp32b"
"10873"	"ENSXETP00000022463.2"	"anp32b"
"10874"	"ENSXETP00000049651.3"	"map2k6"
"10875"	"ENSXETP00000020839.3"	"map2k6"
"10876"	"ENSXETP00000061127.1"	"lrrc39"
"10877"	"ENSXETP00000028916.3"	"lrrc39"
"10878"	"ENSXETP00000010935.3"	"med11"
"10879"	"ENSXETP00000019633.3"	"lhx1"
"10880"	"ENSXETP00000058911.1"	"lhx1"
"10881"	"ENSXETP00000060970.1"	""
"10882"	"ENSXETP00000060545.1"	""
"10883"	"ENSXETP00000062867.1"	"mydgf"
"10884"	"ENSXETP00000034812.3"	"fstl4"
"10885"	"ENSXETP00000063180.1"	"hba-l4"
"10886"	"ENSXETP00000047366.2"	"ndufa11"
"10887"	"ENSXETP00000047800.3"	"hmg20b"
"10888"	"ENSXETP00000063608.1"	"hmg20b"
"10889"	"ENSXETP00000010789.3"	"tardbp"
"10890"	"ENSXETP00000037592.3"	"XB-GENE-5961370"
"10891"	"ENSXETP00000031941.3"	"XB-GENE-5961370"
"10892"	"ENSXETP00000060378.1"	"cobl"
"10893"	"ENSXETP00000010860.2"	"cobl"
"10894"	"ENSXETP00000007714.2"	"gabarapl2"
"10895"	"ENSXETP00000036574.3"	"ubqln1"
"10896"	"ENSXETP00000002493.3"	"hba-l3"
"10897"	"ENSXETP00000038732.3"	"nqo1"
"10898"	"ENSXETP00000009981.3"	"cyth2"
"10899"	"ENSXETP00000047365.2"	"vmac"
"10900"	"ENSXETP00000063049.1"	"znf630"
"10901"	"ENSXETP00000036156.2"	"znf630"
"10902"	"ENSXETP00000055630.3"	"FAM98A"
"10903"	"ENSXETP00000047364.3"	"caps"
"10904"	"ENSXETP00000050543.3"	""
"10905"	"ENSXETP00000016821.3"	"CSMD1"
"10906"	"ENSXETP00000050273.3"	""
"10907"	"ENSXETP00000062744.1"	""
"10908"	"ENSXETP00000007717.3"	"tmem231"
"10909"	"ENSXETP00000059685.1"	"tmem231"
"10910"	"ENSXETP00000010717.3"	"eg243628"
"10911"	"ENSXETP00000038743.3"	"nob1"
"10912"	"ENSXETP00000050550.3"	"parp14.2"
"10913"	"ENSXETP00000010868.3"	"stac"
"10914"	"ENSXETP00000061134.1"	""
"10915"	"ENSXETP00000035421.2"	"gpr137b"
"10916"	"ENSXETP00000063568.1"	""
"10917"	"ENSXETP00000013842.2"	"masp2"
"10918"	"ENSXETP00000059522.1"	"masp2"
"10919"	"ENSXETP00000037604.3"	"c3"
"10920"	"ENSXETP00000028911.3"	"trmt13"
"10921"	"ENSXETP00000004632.3"	"trmt13"
"10922"	"ENSXETP00000010737.3"	""
"10923"	"ENSXETP00000049328.2"	"sostdc1"
"10924"	"ENSXETP00000002483.2"	"nprl3"
"10925"	"ENSXETP00000051721.3"	"nlgn2"
"10926"	"ENSXETP00000025122.3"	"ranbp3"
"10927"	"ENSXETP00000035425.3"	"ero1b"
"10928"	"ENSXETP00000022472.3"	"coro2a"
"10929"	"ENSXETP00000022673.3"	"slc24a4"
"10930"	"ENSXETP00000062549.1"	"ARFGEF1"
"10931"	"ENSXETP00000034818.3"	"vdac1"
"10932"	"ENSXETP00000041334.3"	"plpp6"
"10933"	"ENSXETP00000037798.3"	"plpp6"
"10934"	"ENSXETP00000041947.3"	"rasgrp3"
"10935"	"ENSXETP00000052396.3"	""
"10936"	"ENSXETP00000050907.3"	"sirt1"
"10937"	"ENSXETP00000060490.1"	"sirt1"
"10938"	"ENSXETP00000049329.3"	"ispd"
"10939"	"ENSXETP00000049330.3"	"ispd"
"10940"	"ENSXETP00000063567.1"	"ispd"
"10941"	"ENSXETP00000010711.2"	""
"10942"	"ENSXETP00000047804.3"	"gipc3"
"10943"	"ENSXETP00000063309.1"	"gipc3"
"10944"	"ENSXETP00000044741.3"	""
"10945"	"ENSXETP00000010713.3"	""
"10946"	"ENSXETP00000000541.3"	"casq1"
"10947"	"ENSXETP00000017790.3"	"casq1"
"10948"	"ENSXETP00000051752.2"	"trhr2"
"10949"	"ENSXETP00000044087.3"	""
"10950"	"ENSXETP00000061766.1"	""
"10951"	"ENSXETP00000024227.3"	"TMEM266"
"10952"	"ENSXETP00000029896.3"	""
"10953"	"ENSXETP00000037795.3"	"fam78b"
"10954"	"ENSXETP00000007721.2"	"plcg2"
"10955"	"ENSXETP00000037794.3"	"uck2"
"10956"	"ENSXETP00000026201.2"	"nos3"
"10957"	"ENSXETP00000051748.3"	"zfpm1"
"10958"	"ENSXETP00000044055.3"	"rxrb"
"10959"	"ENSXETP00000050545.3"	""
"10960"	"ENSXETP00000028906.3"	"sass6.2"
"10961"	"ENSXETP00000028227.3"	"sass6.2"
"10962"	"ENSXETP00000049652.2"	"kcnj16"
"10963"	"ENSXETP00000038759.2"	"wwp2"
"10964"	"ENSXETP00000050030.3"	"wwp2"
"10965"	"ENSXETP00000057500.2"	"idnk"
"10966"	"ENSXETP00000036213.2"	"banp"
"10967"	"ENSXETP00000061446.1"	"banp"
"10968"	"ENSXETP00000048344.3"	"sox9"
"10969"	"ENSXETP00000010883.3"	"dclk3"
"10970"	"ENSXETP00000062201.1"	"fbxo22"
"10971"	"ENSXETP00000047811.3"	"tbxa2r"
"10972"	"ENSXETP00000063634.1"	""
"10973"	"ENSXETP00000010762.3"	""
"10974"	"ENSXETP00000061868.1"	""
"10975"	"ENSXETP00000002904.3"	""
"10976"	"ENSXETP00000036577.3"	"frmd3"
"10977"	"ENSXETP00000002486.3"	"hbz"
"10978"	"ENSXETP00000050556.2"	""
"10979"	"ENSXETP00000010905.3"	"MLH1"
"10980"	"ENSXETP00000047821.3"	"cactin"
"10981"	"ENSXETP00000021967.3"	"slc39a11"
"10982"	"ENSXETP00000051405.2"	"mdga2"
"10983"	"ENSXETP00000047358.3"	"slc1a6"
"10984"	"ENSXETP00000029920.3"	"dhx8"
"10985"	"ENSXETP00000060122.1"	"dhx8"
"10986"	"ENSXETP00000044099.3"	""
"10987"	"ENSXETP00000041934.3"	"heatr5b"
"10988"	"ENSXETP00000050904.3"	"ecd"
"10989"	"ENSXETP00000037788.2"	"tmco1"
"10990"	"ENSXETP00000053091.2"	"cog1"
"10991"	"ENSXETP00000023410.2"	"mpg"
"10992"	"ENSXETP00000011040.3"	"meox2"
"10993"	"ENSXETP00000062101.1"	"meox2"
"10994"	"ENSXETP00000056717.2"	"rin3"
"10995"	"ENSXETP00000022494.3"	"kiaa0368"
"10996"	"ENSXETP00000010743.3"	""
"10997"	"ENSXETP00000048321.3"	""
"10998"	"ENSXETP00000011856.3"	""
"10999"	"ENSXETP00000035428.3"	"tarbp1"
"11000"	"ENSXETP00000033156.3"	"pgap3"
"11001"	"ENSXETP00000008659.1"	"pou5f3.1"
"11002"	"ENSXETP00000033517.3"	"ube2q2"
"11003"	"ENSXETP00000059176.1"	"MGC147402"
"11004"	"ENSXETP00000010760.3"	""
"11005"	"ENSXETP00000061188.1"	"cpa6"
"11006"	"ENSXETP00000058792.1"	"cpa6"
"11007"	"ENSXETP00000008656.2"	"pou5f3.2"
"11008"	"ENSXETP00000036200.3"	"ca5b"
"11009"	"ENSXETP00000001149.3"	""
"11010"	"ENSXETP00000010704.3"	""
"11011"	"ENSXETP00000011041.3"	"agmo"
"11012"	"ENSXETP00000025646.2"	"hnrnpk"
"11013"	"ENSXETP00000035434.3"	""
"11014"	"ENSXETP00000011860.3"	""
"11015"	"ENSXETP00000010768.3"	""
"11016"	"ENSXETP00000054974.2"	""
"11017"	"ENSXETP00000006955.3"	""
"11018"	"ENSXETP00000058181.2"	"srm"
"11019"	"ENSXETP00000010310.2"	"aldh9a1"
"11020"	"ENSXETP00000025300.3"	"luc7l"
"11021"	"ENSXETP00000035435.3"	"coa6"
"11022"	"ENSXETP00000007732.3"	"sdr42e1"
"11023"	"ENSXETP00000007728.3"	"hsd17b2"
"11024"	"ENSXETP00000035436.3"	"kmo"
"11025"	"ENSXETP00000044036.3"	"kifc1"
"11026"	"ENSXETP00000038770.3"	"psmd7"
"11027"	"ENSXETP00000059598.1"	""
"11028"	"ENSXETP00000048399.3"	""
"11029"	"ENSXETP00000062477.1"	""
"11030"	"ENSXETP00000008641.3"	"abca2"
"11031"	"ENSXETP00000059902.1"	""
"11032"	"ENSXETP00000010771.2"	""
"11033"	"ENSXETP00000017439.2"	""
"11034"	"ENSXETP00000017788.2"	"pea15"
"11035"	"ENSXETP00000022687.3"	"lgmn"
"11036"	"ENSXETP00000062481.1"	""
"11037"	"ENSXETP00000013853.3"	"exosc10"
"11038"	"ENSXETP00000011046.3"	"dgkb"
"11039"	"ENSXETP00000011048.3"	"dgkb"
"11040"	"ENSXETP00000021973.2"	"ptrh1"
"11041"	"ENSXETP00000026671.3"	"mphosph6"
"11042"	"ENSXETP00000061399.1"	"smad3"
"11043"	"ENSXETP00000017041.3"	"smad3"
"11044"	"ENSXETP00000033160.3"	"pnmt"
"11045"	"ENSXETP00000028894.3"	"mfsd14a"
"11046"	"ENSXETP00000021977.3"	"birc5.2"
"11047"	"ENSXETP00000010772.3"	""
"11048"	"ENSXETP00000027432.3"	"pold3"
"11049"	"ENSXETP00000055777.1"	"pold3"
"11050"	"ENSXETP00000060147.1"	""
"11051"	"ENSXETP00000063152.1"	"lrrfip2"
"11052"	"ENSXETP00000010914.3"	"lrrfip2"
"11053"	"ENSXETP00000033161.3"	"tcap"
"11054"	"ENSXETP00000035438.3"	"fmn2"
"11055"	"ENSXETP00000035437.4"	"fmn2"
"11056"	"ENSXETP00000017785.2"	"dcaf8"
"11057"	"ENSXETP00000063057.1"	"dcaf8"
"11058"	"ENSXETP00000060706.1"	"PWWP2B"
"11059"	"ENSXETP00000025647.2"	"rmi1"
"11060"	"ENSXETP00000061819.1"	"slc7a5"
"11061"	"ENSXETP00000036178.1"	"slc7a5"
"11062"	"ENSXETP00000021718.3"	"adamts12"
"11063"	"ENSXETP00000050941.3"	"inpp5a.1"
"11064"	"ENSXETP00000050943.2"	"inpp5a.1"
"11065"	"ENSXETP00000021979.3"	"tha1p"
"11066"	"ENSXETP00000060908.1"	"tha1p"
"11067"	"ENSXETP00000057490.2"	"slc28a3"
"11068"	"ENSXETP00000033159.2"	""
"11069"	"ENSXETP00000054224.2"	"cox5b.2"
