"ensembl_peptide_id_version"	"external_gene_name"
"9998"	"ENSXETP00000034113.3"	"tert"
"9999"	"ENSXETP00000024697.3"	""
"10000"	"ENSXETP00000060101.1"	""
"10001"	"ENSXETP00000060999.1"	""
"10002"	"ENSXETP00000005694.3"	"abhd13"
"10003"	"ENSXETP00000023617.3"	"znf665"
"10004"	"ENSXETP00000018275.3"	"ncapd3"
"10005"	"ENSXETP00000048912.3"	"edrf1"
"10006"	"ENSXETP00000058831.1"	""
"10007"	"ENSXETP00000053810.2"	""
"10008"	"ENSXETP00000023627.3"	""
"10009"	"ENSXETP00000061174.1"	"rbm48"
"10010"	"ENSXETP00000007413.3"	"rbm48"
"10011"	"ENSXETP00000005699.3"	"lig4"
"10012"	"ENSXETP00000020752.2"	""
"10013"	"ENSXETP00000062364.1"	"NMRK1"
"10014"	"ENSXETP00000061509.1"	""
"10015"	"ENSXETP00000034069.3"	"gfod2"
"10016"	"ENSXETP00000031989.3"	"osgin2"
"10017"	"ENSXETP00000061730.1"	""
"10018"	"ENSXETP00000038594.3"	"fam155a"
"10019"	"ENSXETP00000028364.3"	"cbln1"
"10020"	"ENSXETP00000048106.2"	"cd82"
"10021"	"ENSXETP00000025252.3"	""
"10022"	"ENSXETP00000003278.2"	"arglu1"
"10023"	"ENSXETP00000044239.3"	"gba3"
"10024"	"ENSXETP00000016169.3"	"sp4"
"10025"	"ENSXETP00000059441.1"	"srebf2"
"10026"	"ENSXETP00000037964.3"	"srebf2"
"10027"	"ENSXETP00000007846.3"	"rcan1"
"10028"	"ENSXETP00000002287.3"	"carnmt1"
"10029"	"ENSXETP00000057136.2"	"hmgcll1"
"10030"	"ENSXETP00000056417.2"	"nutf2"
"10031"	"ENSXETP00000058565.1"	"efcab11"
"10032"	"ENSXETP00000019058.2"	""
"10033"	"ENSXETP00000059153.1"	"efnb2"
"10034"	"ENSXETP00000038598.3"	"efnb2"
"10035"	"ENSXETP00000019061.2"	""
"10036"	"ENSXETP00000019060.3"	""
"10037"	"ENSXETP00000004999.3"	"znf423"
"10038"	"ENSXETP00000024937.3"	"prokr1"
"10039"	"ENSXETP00000060434.1"	"ONECUT2"
"10040"	"ENSXETP00000012780.3"	"edc4"
"10041"	"ENSXETP00000024926.3"	"sptbn2"
"10042"	"ENSXETP00000058323.1"	"SP8"
"10043"	"ENSXETP00000031981.3"	""
"10044"	"ENSXETP00000063013.1"	"st8sia3"
"10045"	"ENSXETP00000045147.2"	"st8sia3"
"10046"	"ENSXETP00000034227.3"	"tdp1"
"10047"	"ENSXETP00000044231.2"	"ppargc1a"
"10048"	"ENSXETP00000007412.3"	"pex1"
"10049"	"ENSXETP00000031701.3"	"gadl1"
"10050"	"ENSXETP00000000023.2"	""
"10051"	"ENSXETP00000003414.1"	"hcrtr2"
"10052"	"ENSXETP00000062402.1"	""
"10053"	"ENSXETP00000054885.2"	""
"10054"	"ENSXETP00000007847.2"	"kcne1"
"10055"	"ENSXETP00000059926.1"	"XB-GENE-5885309"
"10056"	"ENSXETP00000055874.2"	"XB-GENE-5885309"
"10057"	"ENSXETP00000016186.3"	""
"10058"	"ENSXETP00000002293.2"	"trpm6"
"10059"	"ENSXETP00000058881.1"	""
"10060"	"ENSXETP00000014745.3"	"slc52a3"
"10061"	"ENSXETP00000021491.3"	"tbc1d2b"
"10062"	"ENSXETP00000016922.2"	"shf"
"10063"	"ENSXETP00000061921.1"	"mrps6"
"10064"	"ENSXETP00000059046.1"	"mrps6"
"10065"	"ENSXETP00000045153.3"	"wdr7"
"10066"	"ENSXETP00000045157.3"	"wdr7"
"10067"	"ENSXETP00000061148.1"	""
"10068"	"ENSXETP00000052990.2"	""
"10069"	"ENSXETP00000048921.3"	"mrpl51"
"10070"	"ENSXETP00000005949.3"	""
"10071"	"ENSXETP00000032839.3"	""
"10072"	"ENSXETP00000063848.1"	""
"10073"	"ENSXETP00000042883.3"	""
"10074"	"ENSXETP00000030976.3"	"hla-dqa2"
"10075"	"ENSXETP00000001558.3"	""
"10076"	"ENSXETP00000032828.3"	""
"10077"	"ENSXETP00000001849.2"	"lurap1l"
"10078"	"ENSXETP00000059759.1"	""
"10079"	"ENSXETP00000027812.3"	"hla-drb1"
"10080"	"ENSXETP00000027810.3"	"hla-drb1"
"10081"	"ENSXETP00000059862.1"	"TEX36"
"10082"	"ENSXETP00000038420.3"	"foxb1"
"10083"	"ENSXETP00000041241.3"	""
"10084"	"ENSXETP00000011844.3"	""
"10085"	"ENSXETP00000059074.1"	"SLC10A2"
"10086"	"ENSXETP00000028107.2"	"lhfpl1"
"10087"	"ENSXETP00000060889.1"	"alx4"
"10088"	"ENSXETP00000016438.3"	"alx4"
"10089"	"ENSXETP00000048928.3"	"aldh18a1"
"10090"	"ENSXETP00000048931.2"	"aldh18a1"
"10091"	"ENSXETP00000059683.1"	"MPDZ"
"10092"	"ENSXETP00000038425.2"	"bnip2"
"10093"	"ENSXETP00000038426.3"	"bnip2"
"10094"	"ENSXETP00000003413.2"	"fam83b"
"10095"	"ENSXETP00000034446.3"	"hmgxb3"
"10096"	"ENSXETP00000034030.3"	"hmgxb3"
"10097"	"ENSXETP00000032010.3"	""
"10098"	"ENSXETP00000014159.3"	"uggt2"
"10099"	"ENSXETP00000060629.1"	"ext2"
"10100"	"ENSXETP00000016439.2"	"ext2"
"10101"	"ENSXETP00000015436.3"	"tiprl"
"10102"	"ENSXETP00000045673.3"	"RORB"
"10103"	"ENSXETP00000028101.4"	"amot"
"10104"	"ENSXETP00000062633.1"	"lrrc1"
"10105"	"ENSXETP00000003411.3"	"lrrc1"
"10106"	"ENSXETP00000058611.1"	""
"10107"	"ENSXETP00000051831.3"	"cnep1r1"
"10108"	"ENSXETP00000022234.3"	""
"10109"	"ENSXETP00000034127.3"	"clptm1l"
"10110"	"ENSXETP00000005964.3"	"nepro"
"10111"	"ENSXETP00000055403.2"	"pla2g15"
"10112"	"ENSXETP00000012787.3"	"pla2g15"
"10113"	"ENSXETP00000063784.1"	""
"10114"	"ENSXETP00000015435.3"	"heatr3"
"10115"	"ENSXETP00000060662.1"	""
"10116"	"ENSXETP00000062599.1"	"grina"
"10117"	"ENSXETP00000049184.3"	"KCNK13"
"10118"	"ENSXETP00000061595.1"	"GPR142"
"10119"	"ENSXETP00000063979.1"	"RAC3"
"10120"	"ENSXETP00000045160.3"	"txnl1"
"10121"	"ENSXETP00000056733.1"	"mrps10"
"10122"	"ENSXETP00000034590.2"	"tex30"
"10123"	"ENSXETP00000018272.3"	"vps26b"
"10124"	"ENSXETP00000007834.3"	"washc1"
"10125"	"ENSXETP00000040722.2"	"washc1"
"10126"	"ENSXETP00000034242.3"	"psmc1"
"10127"	"ENSXETP00000037632.3"	"eif4g1"
"10128"	"ENSXETP00000063171.1"	"KDELC1"
"10129"	"ENSXETP00000042927.3"	""
"10130"	"ENSXETP00000007410.3"	"rpp38"
"10131"	"ENSXETP00000009928.3"	"cib2"
"10132"	"ENSXETP00000040101.2"	"gatad1"
"10133"	"ENSXETP00000000923.3"	"mapk13"
"10134"	"ENSXETP00000028090.2"	"atg4a"
"10135"	"ENSXETP00000058629.1"	"atg4a"
"10136"	"ENSXETP00000012789.3"	"nfatc3"
"10137"	"ENSXETP00000057152.2"	"fam133b"
"10138"	"ENSXETP00000056546.2"	"gtf2a2"
"10139"	"ENSXETP00000027837.3"	"col11a2p1"
"10140"	"ENSXETP00000063666.1"	"dcxr"
"10141"	"ENSXETP00000010078.2"	"dcxr"
"10142"	"ENSXETP00000037938.3"	"ccdc134"
"10143"	"ENSXETP00000061851.1"	"ccdc134"
"10144"	"ENSXETP00000038681.3"	"vps4a"
"10145"	"ENSXETP00000046258.3"	"dnhd1"
"10146"	"ENSXETP00000058865.1"	""
"10147"	"ENSXETP00000032818.2"	""
"10148"	"ENSXETP00000048702.3"	""
"10149"	"ENSXETP00000038737.2"	"pdxk"
"10150"	"ENSXETP00000061816.1"	""
"10151"	"ENSXETP00000043568.3"	"ezh1"
"10152"	"ENSXETP00000040108.3"	"cdk6"
"10153"	"ENSXETP00000058848.1"	""
"10154"	"ENSXETP00000041379.3"	"tcf4"
"10155"	"ENSXETP00000060543.1"	"c11orf74"
"10156"	"ENSXETP00000000941.3"	"papd5"
"10157"	"ENSXETP00000062358.1"	"RPGRIP1L"
"10158"	"ENSXETP00000038456.4"	"otud7a"
"10159"	"ENSXETP00000020767.3"	""
"10160"	"ENSXETP00000058168.2"	"iqsec3"
"10161"	"ENSXETP00000007841.3"	"iqsec3"
"10162"	"ENSXETP00000059240.1"	""
"10163"	"ENSXETP00000059017.1"	""
"10164"	"ENSXETP00000062479.1"	""
"10165"	"ENSXETP00000018270.2"	"thyn1"
"10166"	"ENSXETP00000059408.1"	""
"10167"	"ENSXETP00000019318.2"	"pcdh8.2"
"10168"	"ENSXETP00000058089.2"	"pcdh8.2"
"10169"	"ENSXETP00000061141.1"	""
"10170"	"ENSXETP00000007551.3"	""
"10171"	"ENSXETP00000034484.3"	"rps14"
"10172"	"ENSXETP00000005980.2"	"ercc5"
"10173"	"ENSXETP00000034181.3"	"ercc5"
"10174"	"ENSXETP00000061449.1"	"ercc5"
"10175"	"ENSXETP00000021498.2"	"idh3a"
"10176"	"ENSXETP00000046737.3"	""
"10177"	"ENSXETP00000016443.2"	"rag1"
"10178"	"ENSXETP00000061413.1"	""
"10179"	"ENSXETP00000003402.2"	"klhl31"
"10180"	"ENSXETP00000016445.3"	"traf6"
"10181"	"ENSXETP00000034936.3"	"gclc"
"10182"	"ENSXETP00000060451.1"	"DUSP3"
"10183"	"ENSXETP00000018266.2"	"acad8"
"10184"	"ENSXETP00000037936.2"	"c1orf21"
"10185"	"ENSXETP00000060751.1"	"ilk"
"10186"	"ENSXETP00000046290.2"	"ilk"
"10187"	"ENSXETP00000001859.3"	"nfib"
"10188"	"ENSXETP00000036808.3"	"adcy7"
"10189"	"ENSXETP00000000940.3"	"adcy7"
"10190"	"ENSXETP00000036797.3"	"adcy7"
"10191"	"ENSXETP00000052816.2"	""
"10192"	"ENSXETP00000061794.1"	""
"10193"	"ENSXETP00000062798.1"	""
"10194"	"ENSXETP00000034477.3"	"ndst1"
"10195"	"ENSXETP00000060802.1"	"ndst1"
"10196"	"ENSXETP00000010080.3"	"usp36"
"10197"	"ENSXETP00000058984.1"	"usp36"
"10198"	"ENSXETP00000014161.3"	"dnajc3"
"10199"	"ENSXETP00000049033.2"	""
"10200"	"ENSXETP00000029499.3"	"prdm2"
"10201"	"ENSXETP00000029501.3"	"prdm2"
"10202"	"ENSXETP00000049178.3"	"pdf"
"10203"	"ENSXETP00000034250.3"	"nrde2"
"10204"	"ENSXETP00000059066.1"	"nrde2"
"10205"	"ENSXETP00000007843.3"	"slc6a1"
"10206"	"ENSXETP00000046406.3"	""
"10207"	"ENSXETP00000046405.3"	""
"10208"	"ENSXETP00000024639.3"	"trim36"
"10209"	"ENSXETP00000059532.1"	"trim36"
"10210"	"ENSXETP00000060017.1"	""
"10211"	"ENSXETP00000030379.3"	"hepacam2"
"10212"	"ENSXETP00000043571.2"	""
"10213"	"ENSXETP00000063788.1"	""
"10214"	"ENSXETP00000057948.2"	""
"10215"	"ENSXETP00000060579.1"	"TEX2"
"10216"	"ENSXETP00000050457.2"	""
"10217"	"ENSXETP00000046414.3"	"nisch"
"10218"	"ENSXETP00000046415.3"	"nisch"
"10219"	"ENSXETP00000059188.1"	""
"10220"	"ENSXETP00000053802.2"	""
"10221"	"ENSXETP00000061786.1"	"tsen15"
"10222"	"ENSXETP00000037935.3"	"tsen15"
"10223"	"ENSXETP00000062933.1"	"brpf3"
"10224"	"ENSXETP00000061483.1"	"brpf3"
"10225"	"ENSXETP00000030392.3"	"vps50"
"10226"	"ENSXETP00000056381.2"	"ms4a1"
"10227"	"ENSXETP00000063607.1"	""
"10228"	"ENSXETP00000010083.3"	"XB-GENE-990339"
"10229"	"ENSXETP00000051280.3"	"c2orf50"
"10230"	"ENSXETP00000063394.1"	"fto"
"10231"	"ENSXETP00000012796.3"	"fto"
"10232"	"ENSXETP00000061587.1"	"PRR5L"
"10233"	"ENSXETP00000059244.1"	"cntn4"
"10234"	"ENSXETP00000047295.3"	"pqlc3"
"10235"	"ENSXETP00000028760.3"	"ARHGEF1"
"10236"	"ENSXETP00000028774.3"	"ARHGEF1"
"10237"	"ENSXETP00000028085.2"	"psmd10"
"10238"	"ENSXETP00000012852.3"	"vangl2"
"10239"	"ENSXETP00000053039.2"	"vps25"
"10240"	"ENSXETP00000019386.1"	""
"10241"	"ENSXETP00000046294.3"	"tpp1"
"10242"	"ENSXETP00000024095.3"	"tpp1"
"10243"	"ENSXETP00000037933.3"	"colgalt2"
"10244"	"ENSXETP00000021525.2"	"acsbg1"
"10245"	"ENSXETP00000029491.2"	"kazn"
"10246"	"ENSXETP00000060620.1"	"kazn"
"10247"	"ENSXETP00000037635.3"	"fam131a"
"10248"	"ENSXETP00000062455.1"	"CCDC137"
"10249"	"ENSXETP00000027620.3"	"wnk4"
"10250"	"ENSXETP00000016449.3"	"commd9"
"10251"	"ENSXETP00000060510.1"	""
"10252"	"ENSXETP00000057364.2"	""
"10253"	"ENSXETP00000054098.2"	"pde6g"
"10254"	"ENSXETP00000024949.2"	"prkd3"
"10255"	"ENSXETP00000017382.4"	"clcn2"
"10256"	"ENSXETP00000059172.1"	"dzip1"
"10257"	"ENSXETP00000014162.3"	"dzip1"
"10258"	"ENSXETP00000034145.3"	"TNS3"
"10259"	"ENSXETP00000060823.1"	"TSPAN10"
"10260"	"ENSXETP00000037425.2"	"pex2"
"10261"	"ENSXETP00000010090.2"	"cpsf4l"
"10262"	"ENSXETP00000052801.2"	"vsig1"
"10263"	"ENSXETP00000028082.3"	"vsig1"
"10264"	"ENSXETP00000061517.1"	"il5ra"
"10265"	"ENSXETP00000000664.3"	"calm1"
"10266"	"ENSXETP00000034284.2"	"calm1"
"10267"	"ENSXETP00000024644.3"	"pggt1b"
"10268"	"ENSXETP00000055800.1"	"zdhhc21"
"10269"	"ENSXETP00000037423.3"	"zfhx4"
"10270"	"ENSXETP00000012850.3"	"nhlh1"
"10271"	"ENSXETP00000013103.3"	"ccdc68"
"10272"	"ENSXETP00000018256.3"	"XB-GENE-961613"
"10273"	"ENSXETP00000012797.3"	"irx3"
"10274"	"ENSXETP00000056952.3"	"ncstn"
"10275"	"ENSXETP00000020345.2"	"ncstn"
"10276"	"ENSXETP00000027510.3"	"pecam1"
"10277"	"ENSXETP00000051292.3"	"rock2"
"10278"	"ENSXETP00000037518.3"	"ache"
"10279"	"ENSXETP00000062431.1"	""
"10280"	"ENSXETP00000038684.3"	"hnf4g"
"10281"	"ENSXETP00000029489.2"	"tmem51"
"10282"	"ENSXETP00000034904.3"	"elovl5"
"10283"	"ENSXETP00000054280.2"	"XB-GENE-5936142"
"10284"	"ENSXETP00000054282.2"	"XB-GENE-5936142"
"10285"	"ENSXETP00000035729.3"	""
"10286"	"ENSXETP00000029488.2"	"efhd2"
"10287"	"ENSXETP00000057114.2"	"efhd2"
"10288"	"ENSXETP00000030460.3"	"elp6"
"10289"	"ENSXETP00000053031.2"	"XB-GENE-5749774"
"10290"	"ENSXETP00000063280.1"	""
"10291"	"ENSXETP00000046072.3"	""
"10292"	"ENSXETP00000010091.2"	"cdc42ep4"
"10293"	"ENSXETP00000033577.3"	"tbc1d22b"
"10294"	"ENSXETP00000012848.2"	"copa"
"10295"	"ENSXETP00000063287.1"	"copa"
"10296"	"ENSXETP00000037519.2"	""
"10297"	"ENSXETP00000010095.3"	"SDK2"
"10298"	"ENSXETP00000027611.3"	"becn1"
"10299"	"ENSXETP00000061941.1"	"ttc7b"
"10300"	"ENSXETP00000047077.3"	"ldlrad3"
"10301"	"ENSXETP00000037525.3"	"c17orf49"
"10302"	"ENSXETP00000042862.2"	""
"10303"	"ENSXETP00000024953.3"	"zdhhc24"
"10304"	"ENSXETP00000007309.3"	"rab27b"
"10305"	"ENSXETP00000053801.2"	"trnt1"
"10306"	"ENSXETP00000060102.1"	"trnt1"
"10307"	"ENSXETP00000027515.2"	"polg2"
"10308"	"ENSXETP00000037927.2"	"apobec4"
"10309"	"ENSXETP00000060965.1"	"uqcrc1"
"10310"	"ENSXETP00000046429.2"	"uqcrc1"
"10311"	"ENSXETP00000056371.2"	"foxj3"
"10312"	"ENSXETP00000029487.5"	"foxj3"
"10313"	"ENSXETP00000037889.3"	"hmcn1"
"10314"	"ENSXETP00000037885.3"	"hmcn1"
"10315"	"ENSXETP00000053359.2"	"hmcn1"
"10316"	"ENSXETP00000037887.3"	"hmcn1"
"10317"	"ENSXETP00000007854.3"	"slc6a12"
"10318"	"ENSXETP00000034488.2"	"myoz3"
"10319"	"ENSXETP00000021536.3"	"crabp1"
"10320"	"ENSXETP00000042912.3"	""
"10321"	"ENSXETP00000024960.2"	"banf1"
"10322"	"ENSXETP00000059753.1"	"ireb2"
"10323"	"ENSXETP00000021554.2"	"ireb2"
"10324"	"ENSXETP00000062399.1"	""
"10325"	"ENSXETP00000016452.3"	"trim44"
"10326"	"ENSXETP00000061321.1"	""
"10327"	"ENSXETP00000024962.3"	"eif1ad"
"10328"	"ENSXETP00000024667.3"	"ccdc112"
"10329"	"ENSXETP00000053102.2"	"fjx1"
"10330"	"ENSXETP00000059619.1"	"METTL21C"
"10331"	"ENSXETP00000029187.3"	"birc7"
"10332"	"ENSXETP00000060882.1"	"birc7"
"10333"	"ENSXETP00000016453.2"	"pamr1"
"10334"	"ENSXETP00000035705.3"	""
"10335"	"ENSXETP00000027529.2"	"ddx5"
"10336"	"ENSXETP00000034490.3"	"dctn4"
"10337"	"ENSXETP00000005989.3"	"tpp2"
"10338"	"ENSXETP00000037527.1"	"rnasek"
"10339"	"ENSXETP00000054275.1"	"arhgef3.1"
"10340"	"ENSXETP00000032132.3"	"trpm4"
"10341"	"ENSXETP00000000313.2"	"mitf"
"10342"	"ENSXETP00000059884.1"	"mitf"
"10343"	"ENSXETP00000037530.3"	"pelp1"
"10344"	"ENSXETP00000057127.1"	"gcm1"
"10345"	"ENSXETP00000035720.3"	""
"10346"	"ENSXETP00000035735.3"	""
"10347"	"ENSXETP00000011183.3"	"crbn"
"10348"	"ENSXETP00000053132.2"	""
"10349"	"ENSXETP00000034502.2"	""
"10350"	"ENSXETP00000024957.3"	"sart1"
"10351"	"ENSXETP00000034875.3"	"fbxo9"
"10352"	"ENSXETP00000029971.2"	""
"10353"	"ENSXETP00000056774.2"	"ythdf1"
"10354"	"ENSXETP00000046700.3"	"camsap1"
"10355"	"ENSXETP00000058099.1"	""
"10356"	"ENSXETP00000029970.3"	"c18orf54"
"10357"	"ENSXETP00000051415.2"	"rabac1"
"10358"	"ENSXETP00000034504.1"	"gpx3"
"10359"	"ENSXETP00000028817.3"	"cdip1"
"10360"	"ENSXETP00000034509.3"	"tnip1"
"10361"	"ENSXETP00000061043.1"	"rimkla"
"10362"	"ENSXETP00000029485.1"	"rimkla"
"10363"	"ENSXETP00000035715.3"	""
"10364"	"ENSXETP00000035724.3"	""
"10365"	"ENSXETP00000029969.2"	"stard6"
"10366"	"ENSXETP00000034165.2"	"igfbp1"
"10367"	"ENSXETP00000016454.3"	"slc1a2"
"10368"	"ENSXETP00000029483.2"	"zmynd12"
"10369"	"ENSXETP00000021840.3"	""
"10370"	"ENSXETP00000017435.3"	"POLI"
"10371"	"ENSXETP00000061569.1"	"POLI"
"10372"	"ENSXETP00000060302.1"	"CALCR"
"10373"	"ENSXETP00000033588.2"	"mybph"
"10374"	"ENSXETP00000056678.2"	"mybph"
"10375"	"ENSXETP00000051396.3"	"atp1a3"
"10376"	"ENSXETP00000063854.1"	""
"10377"	"ENSXETP00000055592.2"	""
"10378"	"ENSXETP00000053515.2"	"ubac1"
"10379"	"ENSXETP00000046723.2"	"ubac1"
"10380"	"ENSXETP00000000294.3"	"XB-GENE-5822220"
"10381"	"ENSXETP00000000291.2"	"XB-GENE-5822220"
"10382"	"ENSXETP00000037534.3"	"arrb2"
"10383"	"ENSXETP00000056088.1"	"rce1"
"10384"	"ENSXETP00000034177.4"	"adcy1"
"10385"	"ENSXETP00000059218.1"	"setmar"
"10386"	"ENSXETP00000060696.1"	""
"10387"	"ENSXETP00000053799.1"	"sumf1"
"10388"	"ENSXETP00000034865.3"	"ick"
"10389"	"ENSXETP00000016213.3"	""
"10390"	"ENSXETP00000063682.1"	""
"10391"	"ENSXETP00000009739.3"	"greb1"
"10392"	"ENSXETP00000001536.2"	"rai14"
"10393"	"ENSXETP00000027532.3"	"cep95"
"10394"	"ENSXETP00000022803.3"	"st6gal2"
"10395"	"ENSXETP00000043205.2"	""
"10396"	"ENSXETP00000029481.3"	"ppcs"
"10397"	"ENSXETP00000037638.2"	"chrd.1"
"10398"	"ENSXETP00000054097.2"	"rpl38"
"10399"	"ENSXETP00000029954.3"	"mbd2"
"10400"	"ENSXETP00000031770.2"	"SLC27A4"
"10401"	"ENSXETP00000016207.3"	""
"10402"	"ENSXETP00000016218.3"	""
"10403"	"ENSXETP00000030405.3"	""
"10404"	"ENSXETP00000033593.3"	"itpr3"
"10405"	"ENSXETP00000027588.3"	""
"10406"	"ENSXETP00000000176.3"	""
"10407"	"ENSXETP00000009105.3"	""
"10408"	"ENSXETP00000056368.2"	"utp3"
"10409"	"ENSXETP00000056367.2"	"utp3"
"10410"	"ENSXETP00000030406.3"	"tfpi2"
"10411"	"ENSXETP00000022809.1"	"slc5a7"
"10412"	"ENSXETP00000043225.2"	""
"10413"	"ENSXETP00000027592.3"	""
"10414"	"ENSXETP00000024701.3"	""
"10415"	"ENSXETP00000024700.2"	""
"10416"	"ENSXETP00000035471.3"	""
"10417"	"ENSXETP00000037985.3"	""
"10418"	"ENSXETP00000062002.1"	"RPS6KA5"
"10419"	"ENSXETP00000027543.3"	"SMURF2"
"10420"	"ENSXETP00000063687.1"	"elac2"
"10421"	"ENSXETP00000027565.2"	"elac2"
"10422"	"ENSXETP00000059732.1"	""
"10423"	"ENSXETP00000029438.3"	"itgb8"
"10424"	"ENSXETP00000043223.3"	""
"10425"	"ENSXETP00000034844.3"	"tmem14a"
"10426"	"ENSXETP00000058310.1"	"cuedc1"
"10427"	"ENSXETP00000019601.3"	"cuedc1"
"10428"	"ENSXETP00000021625.3"	"slc28a2"
"10429"	"ENSXETP00000058932.1"	""
"10430"	"ENSXETP00000016456.2"	"cd44"
"10431"	"ENSXETP00000022838.2"	"gcc2"
"10432"	"ENSXETP00000037876.3"	"prg4"
"10433"	"ENSXETP00000030408.2"	"gngt1"
"10434"	"ENSXETP00000061769.1"	"DCC"
"10435"	"ENSXETP00000034197.3"	"mcm6"
"10436"	"ENSXETP00000034836.3"	"agpat5"
"10437"	"ENSXETP00000030413.3"	"XB-GENE-5814061"
"10438"	"ENSXETP00000011267.3"	"itpr1"
"10439"	"ENSXETP00000034522.3"	"anxa6"
"10440"	"ENSXETP00000060062.1"	"anxa6"
"10441"	"ENSXETP00000037544.3"	"ddx27"
"10442"	"ENSXETP00000012841.3"	"gabpb2"
"10443"	"ENSXETP00000001552.2"	"ttc23l"
"10444"	"ENSXETP00000043228.3"	"fcrl3"
"10445"	"ENSXETP00000043201.3"	"fcrl3"
"10446"	"ENSXETP00000013134.2"	"XB-GENE-5762452"
"10447"	"ENSXETP00000029750.3"	"pcdh17"
"10448"	"ENSXETP00000059357.1"	""
"10449"	"ENSXETP00000022409.3"	"parp14.3"
"10450"	"ENSXETP00000022408.2"	"parp14.3"
"10451"	"ENSXETP00000053514.2"	"parp14.3"
"10452"	"ENSXETP00000037857.3"	"tpr"
"10453"	"ENSXETP00000008705.2"	"nat16"
"10454"	"ENSXETP00000062963.1"	""
"10455"	"ENSXETP00000001561.3"	"brix1"
"10456"	"ENSXETP00000039347.3"	""
"10457"	"ENSXETP00000063885.1"	""
"10458"	"ENSXETP00000060878.1"	"c14orf159"
"10459"	"ENSXETP00000016458.3"	"pdhx"
"10460"	"ENSXETP00000008700.3"	"mogat3"
"10461"	"ENSXETP00000038636.3"	"tlx2"
"10462"	"ENSXETP00000061086.1"	"adh6"
"10463"	"ENSXETP00000022428.3"	"adh6"
"10464"	"ENSXETP00000056364.2"	"ccdc30"
"10465"	"ENSXETP00000007762.3"	"angpt1"
"10466"	"ENSXETP00000034903.2"	"lims1"
"10467"	"ENSXETP00000019604.2"	"vezf1"
"10468"	"ENSXETP00000058531.1"	"vezf1"
"10469"	"ENSXETP00000057139.1"	"bet1"
"10470"	"ENSXETP00000027583.3"	""
"10471"	"ENSXETP00000012812.3"	""
"10472"	"ENSXETP00000043232.3"	""
"10473"	"ENSXETP00000062357.1"	""
"10474"	"ENSXETP00000038637.2"	""
"10475"	"ENSXETP00000058460.1"	""
"10476"	"ENSXETP00000043234.3"	""
"10477"	"ENSXETP00000029447.3"	"ppih"
"10478"	"ENSXETP00000007859.3"	"slc6a13"
"10479"	"ENSXETP00000029448.3"	"macc1"
"10480"	"ENSXETP00000012838.2"	"mllt11"
"10481"	"ENSXETP00000060624.1"	""
"10482"	"ENSXETP00000036765.3"	"slc39a4"
"10483"	"ENSXETP00000044855.3"	""
"10484"	"ENSXETP00000034823.3"	"mcph1"
"10485"	"ENSXETP00000012836.3"	"sema6c"
"10486"	"ENSXETP00000062463.1"	"tmem196"
"10487"	"ENSXETP00000019608.2"	"srsf1"
"10488"	"ENSXETP00000058636.1"	"srsf1"
"10489"	"ENSXETP00000003369.3"	"kpna2"
"10490"	"ENSXETP00000029047.2"	"olfm3"
"10491"	"ENSXETP00000063896.1"	"rspo2"
"10492"	"ENSXETP00000007765.3"	"rspo2"
"10493"	"ENSXETP00000029449.3"	"twistnb"
"10494"	"ENSXETP00000016462.3"	"apip"
"10495"	"ENSXETP00000021629.3"	"alpk3"
"10496"	"ENSXETP00000060044.1"	"alpk3"
"10497"	"ENSXETP00000007871.4"	"kdm5a"
"10498"	"ENSXETP00000037641.3"	"polr2h"
"10499"	"ENSXETP00000029443.3"	"ybx1"
"10500"	"ENSXETP00000034459.3"	"ccdc88c"
"10501"	"ENSXETP00000054522.2"	"twist1"
"10502"	"ENSXETP00000048413.3"	"mex3c"
"10503"	"ENSXETP00000029457.3"	"hdac9"
"10504"	"ENSXETP00000036419.2"	"drosha"
"10505"	"ENSXETP00000042676.3"	"drosha"
"10506"	"ENSXETP00000058166.2"	"TUFM"
"10507"	"ENSXETP00000063868.1"	"TUFM"
"10508"	"ENSXETP00000001565.2"	"rad1"
"10509"	"ENSXETP00000062123.1"	"eif3e"
"10510"	"ENSXETP00000007769.1"	"eif3e"
"10511"	"ENSXETP00000019612.3"	"tada2a"
"10512"	"ENSXETP00000029033.2"	"XB-GENE-5731324"
"10513"	"ENSXETP00000000250.2"	"XB-GENE-5731324"
"10514"	"ENSXETP00000048419.1"	"tspan36"
"10515"	"ENSXETP00000062187.1"	""
"10516"	"ENSXETP00000058938.1"	"nxph1"
"10517"	"ENSXETP00000023555.3"	"nxph1"
"10518"	"ENSXETP00000016533.3"	"cpsf1"
"10519"	"ENSXETP00000053421.1"	"kti12"
"10520"	"ENSXETP00000002025.3"	"erc2"
"10521"	"ENSXETP00000031901.2"	"ntpcr"
"10522"	"ENSXETP00000037643.2"	"ephb3"
"10523"	"ENSXETP00000016466.4"	"ehf"
"10524"	"ENSXETP00000039678.3"	"enpp7-l"
"10525"	"ENSXETP00000060012.1"	"mea1"
"10526"	"ENSXETP00000034934.3"	"ranbp2"
"10527"	"ENSXETP00000034947.3"	"ranbp2"
"10528"	"ENSXETP00000053128.2"	"pcnx2"
"10529"	"ENSXETP00000001569.2"	"dnajc21"
"10530"	"ENSXETP00000040156.3"	"psmd3"
"10531"	"ENSXETP00000063151.1"	""
"10532"	"ENSXETP00000016541.3"	""
